,model,category,language,frame_type,instance,prompt,total_logprob,avg_logprob
2478,meta-llama/Llama-3.1-8B-Instruct,hardware,en,generic,faucet,One example of a hardware is ___.,-14.9375,-14.9375
2479,meta-llama/Llama-3.1-8B-Instruct,hardware,en,generic,file,One example of a hardware is ___.,-10.125,-10.125
2480,meta-llama/Llama-3.1-8B-Instruct,hardware,en,generic,gear,One example of a hardware is ___.,-12.1875,-12.1875
2481,meta-llama/Llama-3.1-8B-Instruct,hardware,en,generic,hammer,One example of a hardware is ___.,-11.75,-11.75
2482,meta-llama/Llama-3.1-8B-Instruct,hardware,en,generic,handle,One example of a hardware is ___.,-12.0,-12.0
2483,meta-llama/Llama-3.1-8B-Instruct,hardware,en,generic,hinge,One example of a hardware is ___.,-14.75,-14.75
2484,meta-llama/Llama-3.1-8B-Instruct,hardware,en,generic,hook (door catch),One example of a hardware is ___.,-32.9609375,-6.5921875
2485,meta-llama/Llama-3.1-8B-Instruct,hardware,en,generic,hook (hanging),One example of a hardware is ___.,-31.640625,-6.328125
2486,meta-llama/Llama-3.1-8B-Instruct,hardware,en,generic,hose,One example of a hardware is ___.,-13.9375,-13.9375
2487,meta-llama/Llama-3.1-8B-Instruct,hardware,en,generic,jackhammer,One example of a hardware is ___.,-16.984375,-8.4921875
2488,meta-llama/Llama-3.1-8B-Instruct,hardware,en,generic,key,One example of a hardware is ___.,-9.5625,-9.5625
2489,meta-llama/Llama-3.1-8B-Instruct,hardware,en,generic,knob,One example of a hardware is ___.,-14.1875,-14.1875
2490,meta-llama/Llama-3.1-8B-Instruct,hardware,en,generic,ladder,One example of a hardware is ___.,-14.125,-14.125
2491,meta-llama/Llama-3.1-8B-Instruct,hardware,en,generic,latch,One example of a hardware is ___.,-13.3125,-13.3125
2492,meta-llama/Llama-3.1-8B-Instruct,hardware,en,generic,light switch,One example of a hardware is ___.,-13.96875,-6.984375
2493,meta-llama/Llama-3.1-8B-Instruct,hardware,en,generic,lightbulb,One example of a hardware is ___.,-12.7431640625,-4.247721354166667
2494,meta-llama/Llama-3.1-8B-Instruct,hardware,en,generic,lock,One example of a hardware is ___.,-13.0,-13.0
2495,meta-llama/Llama-3.1-8B-Instruct,hardware,en,generic,mallet,One example of a hardware is ___.,-16.65625,-8.328125
2496,meta-llama/Llama-3.1-8B-Instruct,hardware,en,generic,nail,One example of a hardware is ___.,-12.3125,-12.3125
2497,meta-llama/Llama-3.1-8B-Instruct,hardware,en,generic,padlock,One example of a hardware is ___.,-15.328125,-7.6640625
2498,meta-llama/Llama-3.1-8B-Instruct,hardware,en,generic,peg,One example of a hardware is ___.,-16.5,-16.5
2499,meta-llama/Llama-3.1-8B-Instruct,hardware,en,generic,pickax,One example of a hardware is ___.,-21.0,-10.5
2500,meta-llama/Llama-3.1-8B-Instruct,hardware,en,generic,pipe,One example of a hardware is ___.,-11.0625,-11.0625
2501,meta-llama/Llama-3.1-8B-Instruct,hardware,en,generic,pliers,One example of a hardware is ___.,-13.15625,-6.578125
2502,meta-llama/Llama-3.1-8B-Instruct,hardware,en,generic,plug,One example of a hardware is ___.,-9.6875,-9.6875
2503,meta-llama/Llama-3.1-8B-Instruct,hardware,en,generic,plunger,One example of a hardware is ___.,-13.46875,-6.734375
2504,meta-llama/Llama-3.1-8B-Instruct,hardware,en,generic,rake,One example of a hardware is ___.,-14.5625,-14.5625
2505,meta-llama/Llama-3.1-8B-Instruct,hardware,en,generic,ratchet,One example of a hardware is ___.,-17.125,-8.5625
2506,meta-llama/Llama-3.1-8B-Instruct,hardware,en,generic,saw,One example of a hardware is ___.,-14.625,-14.625
2507,meta-llama/Llama-3.1-8B-Instruct,hardware,en,generic,sawhorse,One example of a hardware is ___.,-20.46875,-10.234375
2508,meta-llama/Llama-3.1-8B-Instruct,hardware,en,generic,scraper,One example of a hardware is ___.,-15.5625,-15.5625
2509,meta-llama/Llama-3.1-8B-Instruct,hardware,en,generic,screw,One example of a hardware is ___.,-12.4375,-12.4375
2510,meta-llama/Llama-3.1-8B-Instruct,hardware,en,generic,screwdriver,One example of a hardware is ___.,-13.6328125,-6.81640625
2511,meta-llama/Llama-3.1-8B-Instruct,hardware,en,generic,shears,One example of a hardware is ___.,-16.46875,-8.234375
2512,meta-llama/Llama-3.1-8B-Instruct,hardware,en,generic,shovel,One example of a hardware is ___.,-12.875,-12.875
2513,meta-llama/Llama-3.1-8B-Instruct,hardware,en,generic,sledgehammer,One example of a hardware is ___.,-16.58984375,-5.529947916666667
2514,meta-llama/Llama-3.1-8B-Instruct,hardware,en,generic,soldering iron,One example of a hardware is ___.,-14.7734375,-4.924479166666667
2515,meta-llama/Llama-3.1-8B-Instruct,hardware,en,generic,spark plug,One example of a hardware is ___.,-16.28125,-8.140625
2516,meta-llama/Llama-3.1-8B-Instruct,hardware,en,generic,staple gun,One example of a hardware is ___.,-15.328125,-7.6640625
2517,meta-llama/Llama-3.1-8B-Instruct,hardware,en,generic,strainer,One example of a hardware is ___.,-17.9375,-8.96875
2518,meta-llama/Llama-3.1-8B-Instruct,hardware,en,generic,switch,One example of a hardware is ___.,-12.1875,-12.1875
2519,meta-llama/Llama-3.1-8B-Instruct,hardware,en,generic,tack,One example of a hardware is ___.,-16.0,-16.0
2520,meta-llama/Llama-3.1-8B-Instruct,hardware,en,generic,tank,One example of a hardware is ___.,-12.875,-12.875
2521,meta-llama/Llama-3.1-8B-Instruct,hardware,en,generic,thermometer,One example of a hardware is ___.,-13.125,-13.125
2522,meta-llama/Llama-3.1-8B-Instruct,hardware,en,generic,tool,One example of a hardware is ___.,-10.625,-10.625
2523,meta-llama/Llama-3.1-8B-Instruct,hardware,en,generic,trowel,One example of a hardware is ___.,-17.287109375,-5.762369791666667
2524,meta-llama/Llama-3.1-8B-Instruct,hardware,en,generic,tweezers,One example of a hardware is ___.,-15.817626953125,-5.272542317708333
2525,meta-llama/Llama-3.1-8B-Instruct,hardware,en,generic,valve,One example of a hardware is ___.,-13.3125,-13.3125
2526,meta-llama/Llama-3.1-8B-Instruct,hardware,en,generic,vise,One example of a hardware is ___.,-16.78125,-8.390625
2527,meta-llama/Llama-3.1-8B-Instruct,hardware,en,generic,wedge,One example of a hardware is ___.,-13.875,-13.875
2528,meta-llama/Llama-3.1-8B-Instruct,hardware,en,generic,wire,One example of a hardware is ___.,-11.625,-11.625
2529,meta-llama/Llama-3.1-8B-Instruct,hardware,en,generic,wire cutters,One example of a hardware is ___.,-18.112060546875,-6.037353515625
2530,meta-llama/Llama-3.1-8B-Instruct,hardware,en,generic,wrench,One example of a hardware is ___.,-14.75,-14.75
2531,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,axe,Name an example of a hardware: ___,-13.6875,-13.6875
2532,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,blowtorch,Name an example of a hardware: ___,-16.9609375,-8.48046875
2533,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,bolt,Name an example of a hardware: ___,-14.125,-14.125
2534,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,bracket,Name an example of a hardware: ___,-12.25,-12.25
2535,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,button,Name an example of a hardware: ___,-10.1875,-10.1875
2536,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,cable,Name an example of a hardware: ___,-9.6875,-9.6875
2537,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,can opener,Name an example of a hardware: ___,-14.3125,-7.15625
2538,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,chain,Name an example of a hardware: ___,-11.6875,-11.6875
2539,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,chainsaw,Name an example of a hardware: ___,-12.58984375,-6.294921875
2540,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,charger,Name an example of a hardware: ___,-11.875,-11.875
2541,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,chicken wire,Name an example of a hardware: ___,-19.875,-9.9375
2542,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,chisel,Name an example of a hardware: ___,-13.28125,-6.640625
2543,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,clasp,Name an example of a hardware: ___,-16.25,-8.125
2544,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,cleaver,Name an example of a hardware: ___,-15.859375,-7.9296875
2545,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,clipper,Name an example of a hardware: ___,-15.9375,-7.96875
2546,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,coil,Name an example of a hardware: ___,-12.375,-12.375
2547,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,combination lock,Name an example of a hardware: ___,-13.609375,-6.8046875
2548,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,cord,Name an example of a hardware: ___,-11.5,-11.5
2549,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,corkscrew,Name an example of a hardware: ___,-14.419189453125,-4.806396484375
2550,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,crank,Name an example of a hardware: ___,-15.0,-15.0
2551,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,crowbar,Name an example of a hardware: ___,-12.42578125,-6.212890625
2552,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,doorhandle,Name an example of a hardware: ___,-18.96875,-9.484375
2553,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,doorknob,Name an example of a hardware: ___,-13.2470703125,-4.415690104166667
2554,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,doorknocker,Name an example of a hardware: ___,-20.21875,-5.0546875
2555,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,drill,Name an example of a hardware: ___,-10.4375,-10.4375
2556,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,duct,Name an example of a hardware: ___,-14.9375,-14.9375
2557,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,faucet,Name an example of a hardware: ___,-11.625,-11.625
2558,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,file,Name an example of a hardware: ___,-10.4375,-10.4375
2559,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,gear,Name an example of a hardware: ___,-12.4375,-12.4375
2560,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,hammer,Name an example of a hardware: ___,-9.3125,-9.3125
2561,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,handle,Name an example of a hardware: ___,-11.875,-11.875
2562,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,hinge,Name an example of a hardware: ___,-12.8125,-12.8125
2563,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,hook (door catch),Name an example of a hardware: ___,-30.09375,-6.01875
2564,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,hook (hanging),Name an example of a hardware: ___,-28.484375,-5.696875
2565,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,hose,Name an example of a hardware: ___,-13.625,-13.625
2566,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,jackhammer,Name an example of a hardware: ___,-18.09375,-9.046875
2567,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,key,Name an example of a hardware: ___,-8.875,-8.875
2568,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,knob,Name an example of a hardware: ___,-12.5,-12.5
2569,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,ladder,Name an example of a hardware: ___,-12.3125,-12.3125
2570,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,latch,Name an example of a hardware: ___,-13.5625,-13.5625
2571,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,light switch,Name an example of a hardware: ___,-13.203125,-6.6015625
2572,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,lightbulb,Name an example of a hardware: ___,-11.666748046875,-3.888916015625
2573,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,lock,Name an example of a hardware: ___,-12.375,-12.375
2574,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,mallet,Name an example of a hardware: ___,-14.09375,-7.046875
2575,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,nail,Name an example of a hardware: ___,-11.5625,-11.5625
2576,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,padlock,Name an example of a hardware: ___,-18.09375,-9.046875
2577,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,peg,Name an example of a hardware: ___,-14.6875,-14.6875
2578,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,pickax,Name an example of a hardware: ___,-16.0625,-8.03125
2579,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,pipe,Name an example of a hardware: ___,-12.75,-12.75
2580,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,pliers,Name an example of a hardware: ___,-11.015625,-5.5078125
2581,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,plug,Name an example of a hardware: ___,-10.0,-10.0
2582,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,plunger,Name an example of a hardware: ___,-14.65625,-7.328125
2583,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,rake,Name an example of a hardware: ___,-11.4375,-11.4375
2584,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,ratchet,Name an example of a hardware: ___,-14.5625,-7.28125
2585,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,saw,Name an example of a hardware: ___,-12.625,-12.625
2586,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,sawhorse,Name an example of a hardware: ___,-20.3125,-10.15625
2587,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,scraper,Name an example of a hardware: ___,-12.6875,-12.6875
2588,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,screw,Name an example of a hardware: ___,-9.125,-9.125
2589,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,screwdriver,Name an example of a hardware: ___,-9.6875,-4.84375
2590,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,shears,Name an example of a hardware: ___,-14.453125,-7.2265625
2591,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,shovel,Name an example of a hardware: ___,-11.1875,-11.1875
2592,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,sledgehammer,Name an example of a hardware: ___,-15.78125,-5.260416666666667
2593,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,soldering iron,Name an example of a hardware: ___,-13.75390625,-4.584635416666667
2594,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,spark plug,Name an example of a hardware: ___,-13.3828125,-6.69140625
2595,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,staple gun,Name an example of a hardware: ___,-15.65625,-7.828125
2596,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,strainer,Name an example of a hardware: ___,-13.21875,-6.609375
2597,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,switch,Name an example of a hardware: ___,-10.5625,-10.5625
2598,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,tack,Name an example of a hardware: ___,-16.75,-16.75
2599,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,tank,Name an example of a hardware: ___,-12.125,-12.125
2600,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,thermometer,Name an example of a hardware: ___,-11.875,-11.875
2601,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,tool,Name an example of a hardware: ___,-11.8125,-11.8125
2602,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,trowel,Name an example of a hardware: ___,-18.041259765625,-6.013753255208333
2603,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,tweezers,Name an example of a hardware: ___,-14.973800659179688,-4.9912668863932295
2604,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,valve,Name an example of a hardware: ___,-11.8125,-11.8125
2605,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,vise,Name an example of a hardware: ___,-14.453125,-7.2265625
2606,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,wedge,Name an example of a hardware: ___,-12.75,-12.75
2607,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,wire,Name an example of a hardware: ___,-11.0625,-11.0625
2608,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,wire cutters,Name an example of a hardware: ___,-19.5250244140625,-6.508341471354167
2609,meta-llama/Llama-3.1-8B-Instruct,hardware,en,indefinite_prod,wrench,Name an example of a hardware: ___,-12.125,-12.125
2610,meta-llama/Llama-3.1-8B-Instruct,headwear,en,generic,bandanna,One example of a headwear is ___.,-13.828125,-6.9140625
2611,meta-llama/Llama-3.1-8B-Instruct,headwear,en,generic,beanie,One example of a headwear is ___.,-11.2734375,-5.63671875
2612,meta-llama/Llama-3.1-8B-Instruct,headwear,en,generic,bonnet,One example of a headwear is ___.,-12.98876953125,-6.494384765625
2613,meta-llama/Llama-3.1-8B-Instruct,headwear,en,generic,bowler hat,One example of a headwear is ___.,-13.69921875,-4.56640625
2614,meta-llama/Llama-3.1-8B-Instruct,headwear,en,generic,crown,One example of a headwear is ___.,-10.4375,-10.4375
2615,meta-llama/Llama-3.1-8B-Instruct,headwear,en,generic,football helmet,One example of a headwear is ___.,-11.0625,-5.53125
2616,meta-llama/Llama-3.1-8B-Instruct,headwear,en,generic,hairnet,One example of a headwear is ___.,-10.84375,-5.421875
2617,meta-llama/Llama-3.1-8B-Instruct,headwear,en,generic,hat,One example of a headwear is ___.,-6.65625,-6.65625
2618,meta-llama/Llama-3.1-8B-Instruct,headwear,en,generic,headband,One example of a headwear is ___.,-7.0546875,-3.52734375
2619,meta-llama/Llama-3.1-8B-Instruct,headwear,en,generic,headdress,One example of a headwear is ___.,-9.4453125,-4.72265625
2620,meta-llama/Llama-3.1-8B-Instruct,headwear,en,generic,headscarf,One example of a headwear is ___.,-7.068359375,-2.3561197916666665
2621,meta-llama/Llama-3.1-8B-Instruct,headwear,en,generic,helmet,One example of a headwear is ___.,-8.6875,-8.6875
2622,meta-llama/Llama-3.1-8B-Instruct,headwear,en,generic,hood,One example of a headwear is ___.,-11.75,-11.75
2623,meta-llama/Llama-3.1-8B-Instruct,headwear,en,generic,sombrero,One example of a headwear is ___.,-12.373046875,-6.1865234375
2624,meta-llama/Llama-3.1-8B-Instruct,headwear,en,generic,tiara,One example of a headwear is ___.,-13.6240234375,-6.81201171875
2625,meta-llama/Llama-3.1-8B-Instruct,headwear,en,generic,top hat,One example of a headwear is ___.,-11.44140625,-5.720703125
2626,meta-llama/Llama-3.1-8B-Instruct,headwear,en,generic,turban,One example of a headwear is ___.,-10.82489013671875,-5.412445068359375
2627,meta-llama/Llama-3.1-8B-Instruct,headwear,en,generic,veil,One example of a headwear is ___.,-13.0,-13.0
2628,meta-llama/Llama-3.1-8B-Instruct,headwear,en,generic,wig,One example of a headwear is ___.,-11.8125,-11.8125
2629,meta-llama/Llama-3.1-8B-Instruct,headwear,en,indefinite_prod,bandanna,Name an example of a headwear: ___,-12.90625,-6.453125
2630,meta-llama/Llama-3.1-8B-Instruct,headwear,en,indefinite_prod,beanie,Name an example of a headwear: ___,-8.510986328125,-4.2554931640625
2631,meta-llama/Llama-3.1-8B-Instruct,headwear,en,indefinite_prod,bonnet,Name an example of a headwear: ___,-9.0263671875,-4.51318359375
2632,meta-llama/Llama-3.1-8B-Instruct,headwear,en,indefinite_prod,bowler hat,Name an example of a headwear: ___,-12.275390625,-4.091796875
2633,meta-llama/Llama-3.1-8B-Instruct,headwear,en,indefinite_prod,crown,Name an example of a headwear: ___,-8.5625,-8.5625
2634,meta-llama/Llama-3.1-8B-Instruct,headwear,en,indefinite_prod,football helmet,Name an example of a headwear: ___,-10.578125,-5.2890625
2635,meta-llama/Llama-3.1-8B-Instruct,headwear,en,indefinite_prod,hairnet,Name an example of a headwear: ___,-13.5625,-6.78125
2636,meta-llama/Llama-3.1-8B-Instruct,headwear,en,indefinite_prod,hat,Name an example of a headwear: ___,-4.84375,-4.84375
2637,meta-llama/Llama-3.1-8B-Instruct,headwear,en,indefinite_prod,headband,Name an example of a headwear: ___,-7.078125,-3.5390625
2638,meta-llama/Llama-3.1-8B-Instruct,headwear,en,indefinite_prod,headdress,Name an example of a headwear: ___,-10.3935546875,-5.19677734375
2639,meta-llama/Llama-3.1-8B-Instruct,headwear,en,indefinite_prod,headscarf,Name an example of a headwear: ___,-8.7764892578125,-2.9254964192708335
2640,meta-llama/Llama-3.1-8B-Instruct,headwear,en,indefinite_prod,helmet,Name an example of a headwear: ___,-6.46875,-6.46875
2641,meta-llama/Llama-3.1-8B-Instruct,headwear,en,indefinite_prod,hood,Name an example of a headwear: ___,-8.9375,-8.9375
2642,meta-llama/Llama-3.1-8B-Instruct,headwear,en,indefinite_prod,sombrero,Name an example of a headwear: ___,-11.579345703125,-5.7896728515625
2643,meta-llama/Llama-3.1-8B-Instruct,headwear,en,indefinite_prod,tiara,Name an example of a headwear: ___,-11.634765625,-5.8173828125
2644,meta-llama/Llama-3.1-8B-Instruct,headwear,en,indefinite_prod,top hat,Name an example of a headwear: ___,-10.0390625,-5.01953125
2645,meta-llama/Llama-3.1-8B-Instruct,headwear,en,indefinite_prod,turban,Name an example of a headwear: ___,-6.096710205078125,-3.0483551025390625
2646,meta-llama/Llama-3.1-8B-Instruct,headwear,en,indefinite_prod,veil,Name an example of a headwear: ___,-9.875,-9.875
2647,meta-llama/Llama-3.1-8B-Instruct,headwear,en,indefinite_prod,wig,Name an example of a headwear: ___,-11.6875,-11.6875
2648,meta-llama/Llama-3.1-8B-Instruct,home appliance,en,generic,television,One example of a home appliance is ___.,-10.25,-10.25
2649,meta-llama/Llama-3.1-8B-Instruct,home appliance,en,generic,air conditioner,One example of a home appliance is ___.,-9.4453125,-4.72265625
2650,meta-llama/Llama-3.1-8B-Instruct,home appliance,en,generic,blender,One example of a home appliance is ___.,-11.75,-11.75
2651,meta-llama/Llama-3.1-8B-Instruct,home appliance,en,generic,blower,One example of a home appliance is ___.,-13.375,-6.6875
2652,meta-llama/Llama-3.1-8B-Instruct,home appliance,en,generic,coffeemaker,One example of a home appliance is ___.,-14.08154296875,-4.69384765625
2653,meta-llama/Llama-3.1-8B-Instruct,home appliance,en,generic,cooker,One example of a home appliance is ___.,-11.625,-11.625
2654,meta-llama/Llama-3.1-8B-Instruct,home appliance,en,generic,cooler,One example of a home appliance is ___.,-16.0,-16.0
2655,meta-llama/Llama-3.1-8B-Instruct,home appliance,en,generic,curling iron,One example of a home appliance is ___.,-17.146484375,-5.715494791666667
2656,meta-llama/Llama-3.1-8B-Instruct,home appliance,en,generic,dishwasher,One example of a home appliance is ___.,-10.625,-10.625
2657,meta-llama/Llama-3.1-8B-Instruct,home appliance,en,generic,dryer,One example of a home appliance is ___.,-12.75,-12.75
2658,meta-llama/Llama-3.1-8B-Instruct,home appliance,en,generic,fan,One example of a home appliance is ___.,-13.0,-13.0
2659,meta-llama/Llama-3.1-8B-Instruct,home appliance,en,generic,flatiron,One example of a home appliance is ___.,-18.28125,-9.140625
2660,meta-llama/Llama-3.1-8B-Instruct,home appliance,en,generic,food processor,One example of a home appliance is ___.,-11.64453125,-5.822265625
2661,meta-llama/Llama-3.1-8B-Instruct,home appliance,en,generic,freezer,One example of a home appliance is ___.,-13.625,-13.625
2662,meta-llama/Llama-3.1-8B-Instruct,home appliance,en,generic,hairdryer,One example of a home appliance is ___.,-13.89990234375,-4.63330078125
2663,meta-llama/Llama-3.1-8B-Instruct,home appliance,en,generic,heater,One example of a home appliance is ___.,-11.1875,-11.1875
2664,meta-llama/Llama-3.1-8B-Instruct,home appliance,en,generic,hotplate,One example of a home appliance is ___.,-18.59375,-9.296875
2665,meta-llama/Llama-3.1-8B-Instruct,home appliance,en,generic,icemaker,One example of a home appliance is ___.,-13.64453125,-6.822265625
2666,meta-llama/Llama-3.1-8B-Instruct,home appliance,en,generic,iron,One example of a home appliance is ___.,-13.25,-13.25
2667,meta-llama/Llama-3.1-8B-Instruct,home appliance,en,generic,juicer,One example of a home appliance is ___.,-15.19921875,-7.599609375
2668,meta-llama/Llama-3.1-8B-Instruct,home appliance,en,generic,lawnmower,One example of a home appliance is ___.,-18.078125,-6.026041666666667
2669,meta-llama/Llama-3.1-8B-Instruct,home appliance,en,generic,meat grinder,One example of a home appliance is ___.,-13.6875,-6.84375
2670,meta-llama/Llama-3.1-8B-Instruct,home appliance,en,generic,microwave,One example of a home appliance is ___.,-8.6875,-8.6875
2671,meta-llama/Llama-3.1-8B-Instruct,home appliance,en,generic,mixer,One example of a home appliance is ___.,-14.4375,-14.4375
2672,meta-llama/Llama-3.1-8B-Instruct,home appliance,en,generic,oven,One example of a home appliance is ___.,-8.75,-8.75
2673,meta-llama/Llama-3.1-8B-Instruct,home appliance,en,generic,refrigerator,One example of a home appliance is ___.,-10.625,-10.625
2674,meta-llama/Llama-3.1-8B-Instruct,home appliance,en,generic,sewing machine,One example of a home appliance is ___.,-13.062255859375,-6.5311279296875
2675,meta-llama/Llama-3.1-8B-Instruct,home appliance,en,generic,soda fountain,One example of a home appliance is ___.,-17.046875,-8.5234375
2676,meta-llama/Llama-3.1-8B-Instruct,home appliance,en,generic,stove,One example of a home appliance is ___.,-10.625,-10.625
2677,meta-llama/Llama-3.1-8B-Instruct,home appliance,en,generic,thermostat,One example of a home appliance is ___.,-13.8125,-13.8125
2678,meta-llama/Llama-3.1-8B-Instruct,home appliance,en,generic,toaster,One example of a home appliance is ___.,-10.125,-10.125
2679,meta-llama/Llama-3.1-8B-Instruct,home appliance,en,generic,toaster oven,One example of a home appliance is ___.,-13.75,-6.875
2680,meta-llama/Llama-3.1-8B-Instruct,home appliance,en,generic,vacuum,One example of a home appliance is ___.,-8.875,-8.875
2681,meta-llama/Llama-3.1-8B-Instruct,home appliance,en,generic,waffle iron,One example of a home appliance is ___.,-16.1015625,-5.3671875
2682,meta-llama/Llama-3.1-8B-Instruct,home appliance,en,generic,washing machine,One example of a home appliance is ___.,-11.5048828125,-5.75244140625
2683,meta-llama/Llama-3.1-8B-Instruct,home appliance,en,generic,water cooler,One example of a home appliance is ___.,-14.453125,-7.2265625
2684,meta-llama/Llama-3.1-8B-Instruct,home appliance,en,generic,water heater,One example of a home appliance is ___.,-11.013671875,-5.5068359375
2685,meta-llama/Llama-3.1-8B-Instruct,home appliance,en,generic,wine cooler,One example of a home appliance is ___.,-15.671875,-7.8359375
2686,meta-llama/Llama-3.1-8B-Instruct,home appliance,en,indefinite_prod,television,Name an example of a home appliance: ___,-7.09375,-7.09375
2687,meta-llama/Llama-3.1-8B-Instruct,home appliance,en,indefinite_prod,air conditioner,Name an example of a home appliance: ___,-5.908203125,-2.9541015625
2688,meta-llama/Llama-3.1-8B-Instruct,home appliance,en,indefinite_prod,blender,Name an example of a home appliance: ___,-6.21875,-6.21875
2689,meta-llama/Llama-3.1-8B-Instruct,home appliance,en,indefinite_prod,blower,Name an example of a home appliance: ___,-9.7421875,-4.87109375
